channel;DateKey;DiscountAmount;DiscountQuantity;Product_ID;PromotionKey;ReturnAmount;ReturnQuantity;SalesAmount;SalesKey;SalesQuantity;StoreKey;TotalCost;UnitCost;UnitPrice
1;01/01/2011 0:00;5,6;4;1309;2;0;0;106,4;1230;4;83;57,12;14,28;28
1;01/01/2011 0:00;2,8;2;1309;2;0;0;109,2;1231;4;191;57,12;14,28;28
1;01/01/2011 0:00;1,4;1;1311;2;0;0;110,6;1232;4;183;57,12;14,28;28
1;01/01/2011 0:00;1,998;4;1316;2;0;0;37,962;1233;4;99;20,36;5,09;9,99
1;01/01/2011 0:00;0,4995;1;1316;2;0;0;39,4605;1234;4;163;20,36;5,09;9,99
1;01/01/2011 0:00;0,6495;1;1317;2;0;0;51,3105;1235;4;197;26,48;6,62;12,99
1;01/01/2011 0:00;0;0;1317;2;0;0;51,96;1236;4;198;26,48;6,62;12,99
1;01/01/2011 0:00;12,99;5;1317;10;0;0;90,93;1237;8;250;52,96;6,62;12,99
1;01/01/2011 0:00;3,398;4;1318;2;0;0;64,562;1238;4;15;34,64;8,66;16,99
1;01/01/2011 0:00;0;0;1319;2;0;0;206,91;1239;9;105;95,13;10,57;22,99
1;01/01/2011 0:00;2,699;2;1320;2;26,99;1;240,211;1240;9;66;99,28;12,41;26,99
1;01/01/2011 0:00;5,398;4;1320;2;0;0;237,512;1241;9;86;111,69;12,41;26,99
1;01/01/2011 0:00;5,398;1;1320;10;0;0;210,522;1242;8;241;99,28;12,41;26,99
1;01/01/2011 0:00;0;0;1321;2;0;0;260,91;1243;9;78;119,97;13,33;28,99
1;01/01/2011 0:00;0;0;1321;2;0;0;260,91;1244;9;131;119,97;13,33;28,99
1;01/01/2011 0:00;0;0;1321;2;0;0;260,91;1245;9;182;119,97;13,33;28,99
1;01/01/2011 0:00;0;0;1321;5;0;0;376,87;1246;13;254;173,29;13,33;28,99
1;01/01/2011 0:00;1,7995;1;1323;2;0;0;322,1105;1247;9;127;148,95;16,55;35,99
1;01/01/2011 0:00;7,198;4;1323;2;0;0;316,712;1248;9;150;148,95;16,55;35,99
1;01/01/2011 0:00;3,599;2;1323;2;0;0;320,311;1249;9;197;148,95;16,55;35,99
1;01/01/2011 0:00;7,798;4;1324;2;0;0;343,112;1250;9;9;161,37;17,93;38,99
1;01/01/2011 0:00;5,8485;3;1324;2;0;0;345,0615;1251;9;40;161,37;17,93;38,99
1;01/01/2011 0:00;7,798;4;1324;2;38,99;1;343,112;1252;9;42;143,44;17,93;38,99
1;01/01/2011 0:00;3,899;2;1324;2;0;0;347,011;1253;9;86;161,37;17,93;38,99
1;01/01/2011 0:00;23,394;4;1324;5;38,99;1;483,476;1254;13;252;215,16;17,93;38,99
1;01/01/2011 0:00;1,9995;1;1325;2;0;0;357,9105;1255;9;25;165,51;18,39;39,99
1;01/01/2011 0:00;7,998;4;1325;2;0;0;351,912;1256;9;130;165,51;18,39;39,99
1;01/01/2011 0:00;3,999;2;1325;2;0;0;355,911;1257;9;163;165,51;18,39;39,99
1;01/01/2011 0:00;0;0;1325;2;0;0;359,91;1258;9;188;165,51;18,39;39,99
1;01/01/2011 0:00;4,699;2;1327;2;0;0;418,211;1259;9;54;140,13;15,57;46,99
1;01/01/2011 0:00;7,0485;1;1327;5;0;0;603,8215;1260;13;259;202,41;15,57;46,99
1;01/01/2011 0:00;4,999;2;1328;2;0;0;444,911;1261;9;175;149,04;16,56;49,99
1;01/01/2011 0:00;39,992;4;1328;10;0;0;359,928;1262;8;247;132,48;16,56;49,99
1;01/01/2011 0:00;0;0;1328;10;0;0;399,92;1263;8;304;132,48;16,56;49,99
1;01/01/2011 0:00;0;0;1330;2;0;0;206,91;1264;9;288;95,13;10,57;22,99
1;01/01/2011 0:00;4,3485;3;1332;2;0;0;256,5615;1265;9;134;119,97;13,33;28,99
1;01/01/2011 0:00;7,198;4;1334;2;0;0;316,712;1266;9;92;148,95;16,55;35,99
1;01/01/2011 0:00;28,792;4;1334;10;0;0;259,128;1267;8;238;132,4;16,55;35,99
1;01/01/2011 0:00;0;0;1334;10;0;0;287,92;1268;8;245;132,4;16,55;35,99
1;01/01/2011 0:00;4,381;2;1336;2;0;0;389,909;1269;9;28;181,35;20,15;43,81
1;01/01/2011 0:00;2,1905;1;1336;2;0;0;392,0995;1270;9;113;181,35;20,15;43,81
1;01/01/2011 0:00;8,762;4;1336;2;0;0;385,528;1271;9;184;181,35;20,15;43,81
1;01/01/2011 0:00;1,7995;1;1339;2;0;0;322,1105;1272;9;26;148,95;16,55;35,99
1;01/01/2011 0:00;0;0;1339;2;0;0;323,91;1273;9;101;148,95;16,55;35,99
1;01/01/2011 0:00;5,3985;1;1339;5;35,99;1;462,4715;1274;13;298;198,6;16,55;35,99
1;01/01/2011 0:00;1,419;2;1340;2;0;0;55,341;1275;4;157;28,92;7,23;14,19
1;01/01/2011 0:00;2,1285;3;1340;2;0;0;54,6315;1276;4;288;28,92;7,23;14,19
1;01/01/2011 0:00;0;0;1340;10;0;0;56,76;1277;4;210;28,92;7,23;14,19
1;01/01/2011 0:00;0;0;1342;2;0;0;378;1278;9;176;125,28;13,92;42
1;01/01/2011 0:00;33,6;4;1342;10;42;1;302,4;1279;8;204;97,44;13,92;42
1;01/01/2011 0:00;25,2;3;1342;10;0;0;310,8;1280;8;248;111,36;13,92;42
1;01/01/2011 0:00;0;0;1344;2;0;0;64;1281;4;39;32,64;8,16;16
1;01/01/2011 0:00;3,2;4;1344;2;0;0;60,8;1282;4;55;32,64;8,16;16
1;01/01/2011 0:00;9,6;3;1344;10;0;0;118,4;1283;8;239;65,28;8,16;16
1;01/01/2011 0:00;17,6;4;1345;10;0;0;158,4;1284;8;204;80,96;10,12;22
1;01/01/2011 0:00;2,3;2;1346;2;23;1;204,7;1285;9;196;84,64;10,58;23
1;01/01/2011 0:00;0;0;1346;10;23;1;184;1286;8;233;74,06;10,58;23
1;01/01/2011 0:00;4,2;4;1347;2;0;0;184,8;1287;9;140;86,94;9,66;21
1;01/01/2011 0:00;2,299;2;1348;2;0;0;204,611;1288;9;47;95,13;10,57;22,99
1;01/01/2011 0:00;9,196;2;1348;10;0;0;174,724;1289;8;210;84,56;10,57;22,99
1;01/01/2011 0:00;0;0;1349;2;0;0;39,96;1290;4;193;20,36;5,09;9,99
1;01/01/2011 0:00;0;0;1350;2;0;0;51,96;1291;4;83;26,48;6,62;12,99
1;01/01/2011 0:00;0,8495;1;1351;2;0;0;67,1105;1292;4;155;34,64;8,66;16,99
1;01/01/2011 0:00;3,4485;3;1352;2;0;0;203,4615;1293;9;35;95,13;10,57;22,99
1;01/01/2011 0:00;6,897;2;1352;5;0;0;291,973;1294;13;267;137,41;10,57;22,99
1;01/01/2011 0:00;4,0485;3;1353;2;0;0;238,8615;1295;9;17;111,69;12,41;26,99
1;01/01/2011 0:00;4,0485;1;1353;5;0;0;346,8215;1296;13;269;161,33;12,41;26,99
1;01/01/2011 0:00;2,899;2;1354;2;0;0;258,011;1297;9;165;119,97;13,33;28,99
1;01/01/2011 0:00;0;0;1354;2;0;0;260,91;1298;9;184;119,97;13,33;28,99
1;01/01/2011 0:00;17,394;4;1354;5;0;0;359,476;1299;13;278;173,29;13,33;28,99
1;01/01/2011 0:00;14,396;2;1356;10;0;0;273,524;1300;8;231;132,4;16,55;35,99
1;01/01/2011 0:00;1,9495;1;1357;2;0;0;348,9605;1301;9;170;161,37;17,93;38,99
1;01/01/2011 0:00;1,9995;1;1358;2;0;0;357,9105;1302;9;85;165,51;18,39;39,99
1;01/01/2011 0:00;31,992;4;1358;10;0;0;287,928;1303;8;206;147,12;18,39;39,99
1;01/01/2011 0:00;2,3495;1;1360;2;0;0;420,5605;1304;9;171;140,13;15,57;46,99
1;01/01/2011 0:00;7,4985;3;1361;2;0;0;442,4115;1305;9;28;149,04;16,56;49,99
1;01/01/2011 0:00;2,4995;1;1361;2;0;0;447,4105;1306;9;116;149,04;16,56;49,99
1;01/01/2011 0:00;0;0;1362;10;0;0;135,92;1307;8;247;62,48;7,81;16,99
1;01/01/2011 0:00;4,598;4;1363;2;0;0;202,312;1308;9;170;95,13;10,57;22,99
1;01/01/2011 0:00;0;0;1363;2;0;0;206,91;1309;9;172;95,13;10,57;22,99
1;01/01/2011 0:00;4,598;4;1363;2;0;0;202,312;1310;9;198;95,13;10,57;22,99
1;01/01/2011 0:00;2,899;2;1365;2;0;0;258,011;1311;9;38;119,97;13,33;28,99
1;01/01/2011 0:00;4,3485;3;1365;2;28,99;1;256,5615;1312;9;126;106,64;13,33;28,99
1;01/01/2011 0:00;13,0455;3;1365;5;0;0;363,8245;1313;13;281;173,29;13,33;28,99
1;01/01/2011 0:00;4,3485;1;1365;5;0;0;372,5215;1314;13;296;173,29;13,33;28,99
1;01/01/2011 0:00;17,394;3;1365;10;0;0;214,526;1315;8;202;106,64;13,33;28,99
1;01/01/2011 0:00;11,596;2;1365;10;0;0;220,324;1316;8;240;106,64;13,33;28,99
1;01/01/2011 0:00;7,198;4;1367;2;0;0;316,712;1317;9;139;148,95;16,55;35,99
1;01/01/2011 0:00;1,7995;1;1367;2;0;0;322,1105;1318;9;185;148,95;16,55;35,99
1;01/01/2011 0:00;0;0;1367;10;0;0;287,92;1319;8;220;132,4;16,55;35,99
1;01/01/2011 0:00;6,5715;3;1369;2;0;0;387,7185;1320;9;50;181,35;20,15;43,81
1;01/01/2011 0:00;0;0;1369;5;43,81;1;569,53;1321;13;294;241,8;20,15;43,81
1;01/01/2011 0:00;5,3985;3;1372;2;0;0;318,5115;1322;9;27;148,95;16,55;35,99
1;01/01/2011 0:00;11,352;4;1373;10;0;0;45,408;1323;4;226;28,92;7,23;14,19
1;01/01/2011 0:00;25,2;4;1375;5;0;0;520,8;1324;13;255;180,96;13,92;42
1;01/01/2011 0:00;3,2;4;1377;2;0;0;60,8;1325;4;35;32,64;8,16;16
1;01/01/2011 0:00;0;0;1378;2;0;0;198;1326;9;63;91,08;10,12;22
1;01/01/2011 0:00;2,2;2;1378;2;0;0;195,8;1327;9;113;91,08;10,12;22
1;01/01/2011 0:00;0;0;1378;2;0;0;198;1328;9;130;91,08;10,12;22
1;01/01/2011 0:00;0;0;1378;2;0;0;198;1329;9;147;91,08;10,12;22
1;01/01/2011 0:00;1,1;1;1378;2;0;0;196,9;1330;9;283;91,08;10,12;22
1;01/01/2011 0:00;0;0;1379;5;0;0;299;1331;13;270;137,54;10,58;23
1;01/01/2011 0:00;18,4;4;1379;10;0;0;165,6;1332;8;206;84,64;10,58;23
1;01/01/2011 0:00;2,1;2;1380;2;0;0;186,9;1333;9;10;86,94;9,66;21
1;01/01/2011 0:00;0;0;1380;2;0;0;189;1334;9;81;86,94;9,66;21
1;01/01/2011 0:00;0;0;1380;10;0;0;168;1335;8;237;77,28;9,66;21
1;01/01/2011 0:00;2,299;2;1381;2;0;0;204,611;1336;9;175;95,13;10,57;22,99
1;01/01/2011 0:00;1,998;4;1382;2;0;0;37,962;1337;4;13;20,36;5,09;9,99
1;01/01/2011 0:00;0,6495;1;1383;2;0;0;51,3105;1338;4;41;26,48;6,62;12,99
1;01/01/2011 0:00;5,196;2;1383;10;12,99;1;46,764;1339;4;225;26,48;6,62;12,99
1;01/01/2011 0:00;2,5485;3;1384;2;0;0;65,4115;1340;4;127;34,64;8,66;16,99
1;01/01/2011 0:00;0,8495;1;1384;2;0;0;67,1105;1341;4;147;34,64;8,66;16,99
1;01/01/2011 0:00;3,398;4;1384;2;0;0;64,562;1342;4;197;34,64;8,66;16,99
1;01/01/2011 0:00;6,796;2;1384;10;0;0;61,164;1343;4;241;34,64;8,66;16,99
1;01/01/2011 0:00;1,3495;1;1386;2;0;0;241,5605;1344;9;49;111,69;12,41;26,99
1;01/01/2011 0:00;4,0485;3;1386;2;0;0;238,8615;1345;9;55;111,69;12,41;26,99
1;01/01/2011 0:00;5,398;4;1386;2;0;0;237,512;1346;9;127;111,69;12,41;26,99
1;01/01/2011 0:00;2,699;2;1386;2;0;0;240,211;1347;9;149;111,69;12,41;26,99
1;01/01/2011 0:00;10,796;2;1386;10;0;0;205,124;1348;8;248;99,28;12,41;26,99
1;01/01/2011 0:00;1,4495;1;1387;2;0;0;259,4605;1349;9;34;119,97;13,33;28,99
1;01/01/2011 0:00;23,192;4;1387;10;0;0;208,728;1350;8;225;106,64;13,33;28,99
1;01/01/2011 0:00;5,8485;3;1390;2;0;0;345,0615;1351;9;165;161,37;17,93;38,99
1;01/01/2011 0:00;1,9995;1;1391;2;0;0;357,9105;1352;9;193;165,51;18,39;39,99
1;01/01/2011 0:00;7,998;4;1391;2;0;0;351,912;1353;9;198;165,51;18,39;39,99
1;01/01/2011 0:00;2,3495;1;1393;2;0;0;420,5605;1354;9;61;140,13;15,57;46,99
1;01/01/2011 0:00;4,699;2;1393;2;0;0;418,211;1355;9;131;140,13;15,57;46,99
1;01/01/2011 0:00;7,4985;3;1394;2;0;0;442,4115;1356;9;52;149,04;16,56;49,99
1;01/01/2011 0:00;0;0;1394;2;0;0;449,91;1357;9;76;149,04;16,56;49,99
1;01/01/2011 0:00;9,998;1;1394;10;49,99;1;389,922;1358;8;214;115,92;16,56;49,99
1;01/01/2011 0:00;2,5485;3;1395;2;0;0;150,3615;1359;9;124;70,29;7,81;16,99
1;01/01/2011 0:00;10,194;4;1395;5;0;0;210,676;1360;13;292;101,53;7,81;16,99
1;01/01/2011 0:00;13,592;4;1395;10;0;0;122,328;1361;8;226;62,48;7,81;16,99
1;01/01/2011 0:00;10,194;3;1395;10;0;0;125,726;1362;8;248;62,48;7,81;16,99
1;01/01/2011 0:00;4,3485;3;1398;2;0;0;256,5615;1363;9;88;119,97;13,33;28,99
1;01/01/2011 0:00;0;0;1400;10;0;0;287,92;1364;8;305;132,4;16,55;35,99
1;01/01/2011 0:00;4,381;2;1402;2;0;0;389,909;1365;9;102;181,35;20,15;43,81
1;01/01/2011 0:00;8,762;1;1402;10;43,81;1;341,718;1366;8;211;141,05;20,15;43,81
1;01/01/2011 0:00;7,198;4;1405;2;0;0;316,712;1367;9;40;148,95;16,55;35,99
1;01/01/2011 0:00;5,676;2;1406;10;0;0;51,084;1368;4;215;28,92;7,23;14,19
1;01/01/2011 0:00;0;0;1410;5;0;0;2990;1369;13;265;1375,01;105,77;230
1;01/01/2011 0:00;53,6;4;1411;2;0;0;2358,4;1370;9;120;1109,16;123,24;268
1;01/01/2011 0:00;53,6;4;1411;2;0;0;2358,4;1371;9;193;1109,16;123,24;268
1;01/01/2011 0:00;28,9;2;1412;2;0;0;2572,1;1372;9;198;1196,1;132,9;289
1;01/01/2011 0:00;30;2;1415;2;0;0;2670;1373;9;67;1241,64;137,96;300
1;01/01/2011 0:00;30;2;1415;2;300;1;2670;1374;9;127;1103,68;137,96;300
1;01/01/2011 0:00;29,3;2;1418;2;0;0;2607,7;1375;9;92;1212,66;134,74;293
1;01/01/2011 0:00;29,3;2;1418;2;293;1;2607,7;1376;9;291;1077,92;134,74;293
1;01/01/2011 0:00;0;0;1420;2;0;0;796;1377;4;192;366,04;91,51;199
1;01/01/2011 0:00;89,55;3;1420;5;0;0;1104,45;1378;6;264;549,06;91,51;199
1;01/01/2011 0:00;14,5;1;1421;2;0;0;2595,5;1379;9;135;1200,24;133,36;290
1;01/01/2011 0:00;14,5;1;1421;2;0;0;2595,5;1380;9;284;1200,24;133,36;290
1;01/01/2011 0:00;116;2;1421;10;0;0;2204;1381;8;245;1066,88;133,36;290
1;01/01/2011 0:00;15,05;1;1422;2;0;0;2693,95;1382;9;58;1245,78;138,42;301
1;01/01/2011 0:00;30,1;2;1422;2;0;0;2678,9;1383;9;132;1245,78;138,42;301
1;01/01/2011 0:00;45,15;3;1422;2;0;0;2663,85;1384;9;191;1245,78;138,42;301
1;01/01/2011 0:00;15,05;1;1422;2;0;0;2693,95;1385;9;283;1245,78;138,42;301
1;01/01/2011 0:00;20;2;1424;2;0;0;780;1386;4;120;367,88;91,97;200
1;01/01/2011 0:00;10;1;1424;2;0;0;790;1387;4;195;367,88;91,97;200
1;01/01/2011 0:00;0;0;1427;2;0;0;2070;1388;9;149;951,93;105,77;230
1;01/01/2011 0:00;0;0;1427;2;0;0;2070;1389;9;178;951,93;105,77;230
1;01/01/2011 0:00;0;0;1428;2;0;0;2412;1390;9;164;1109,16;123,24;268
1;01/01/2011 0:00;107,2;2;1428;10;0;0;2036,8;1391;8;215;985,92;123,24;268
1;01/01/2011 0:00;107,2;2;1428;10;0;0;2036,8;1392;8;238;985,92;123,24;268
1;01/01/2011 0:00;214,4;4;1428;10;0;0;3269,6;1393;13;297;1602,12;123,24;268
1;01/01/2011 0:00;43,35;3;1429;2;0;0;2557,65;1394;9;134;1196,1;132,9;289
1;01/01/2011 0:00;60;4;1432;2;0;0;2640;1395;9;120;1241,64;137,96;300
1;01/01/2011 0:00;120;2;1432;10;0;0;2280;1396;8;219;1103,68;137,96;300
1;01/01/2011 0:00;120;2;1432;10;0;0;2280;1397;8;237;1103,68;137,96;300
1;01/01/2011 0:00;240;4;1432;10;300;1;2160;1398;8;304;965,72;137,96;300
1;01/01/2011 0:00;61,6;4;1433;2;0;0;2710,4;1399;9;9;1274,76;141,64;308
1;01/01/2011 0:00;46,2;3;1433;2;0;0;2725,8;1400;9;112;1274,76;141,64;308
1;01/01/2011 0:00;30,8;2;1433;2;0;0;2741,2;1401;9;118;1274,76;141,64;308
1;01/01/2011 0:00;0;0;1433;2;0;0;2772;1402;9;160;1274,76;141,64;308
1;01/01/2011 0:00;46,2;1;1433;5;0;0;3957,8;1403;13;260;1841,32;141,64;308
1;01/01/2011 0:00;0;0;1435;2;0;0;2637;1404;9;13;1212,66;134,74;293
1;01/01/2011 0:00;43,95;3;1435;2;0;0;2593,05;1405;9;81;1212,66;134,74;293
1;01/01/2011 0:00;234,4;4;1435;10;293;1;2109,6;1406;8;207;943,18;134,74;293
1;01/01/2011 0:00;0;0;1437;2;0;0;796;1407;4;93;366,04;91,51;199
1;01/01/2011 0:00;39,8;4;1437;2;0;0;756,2;1408;4;170;366,04;91,51;199
1;01/01/2011 0:00;29,85;3;1437;2;0;0;766,15;1409;4;183;366,04;91,51;199
1;01/01/2011 0:00;159,2;4;1437;10;0;0;636,8;1410;4;204;366,04;91,51;199
1;01/01/2011 0:00;30,1;2;1439;2;0;0;2678,9;1411;9;17;1245,78;138,42;301
1;01/01/2011 0:00;180,6;4;1439;5;0;0;3732,4;1412;13;257;1799,46;138,42;301
1;01/01/2011 0:00;0;0;1439;5;301;1;3913;1413;13;276;1661,04;138,42;301
1;01/01/2011 0:00;28,35;3;1440;2;0;0;727,65;1414;4;138;347,64;86,91;189
1;01/01/2011 0:00;37,8;4;1440;2;0;0;718,2;1415;4;193;347,64;86,91;189
1;01/01/2011 0:00;113,4;4;1440;5;0;0;1020,6;1416;6;264;521,46;86,91;189
1;01/01/2011 0:00;75,6;2;1440;10;189;1;680,4;1417;4;230;347,64;86,91;189
1;01/01/2011 0:00;113,4;3;1440;10;0;0;642,6;1418;4;248;347,64;86,91;189
1;01/01/2011 0:00;20;2;1441;2;0;0;780;1419;4;195;367,88;91,97;200
1;01/01/2011 0:00;40;1;1441;10;200;1;760;1420;4;220;367,88;91,97;200
1;01/01/2011 0:00;80;2;1441;10;0;0;720;1421;4;244;367,88;91,97;200
1;01/01/2011 0:00;34,5;3;1444;2;230;1;2035,5;1422;9;94;846,16;105,77;230
1;01/01/2011 0:00;0;0;1444;2;0;0;2070;1423;9;167;951,93;105,77;230
1;01/01/2011 0:00;0;0;1444;5;230;1;2990;1424;13;294;1269,24;105,77;230
1;01/01/2011 0:00;28,9;2;1446;2;0;0;2572,1;1425;9;121;1196,1;132,9;289
1;01/01/2011 0:00;28,9;2;1446;2;0;0;2572,1;1426;9;165;1196,1;132,9;289
1;01/01/2011 0:00;43,35;3;1446;2;0;0;2557,65;1427;9;182;1196,1;132,9;289
1;01/01/2011 0:00;231,2;4;1446;10;0;0;2080,8;1428;8;207;1063,2;132,9;289
1;01/01/2011 0:00;115,6;2;1446;10;0;0;2196,4;1429;8;219;1063,2;132,9;289
1;01/01/2011 0:00;173,4;3;1446;10;0;0;2138,6;1430;8;304;1063,2;132,9;289
1;01/01/2011 0:00;60;4;1449;2;0;0;5340;1431;18;17;2483,28;137,96;300
1;01/01/2011 0:00;30;2;1449;2;300;1;2670;1432;9;68;1103,68;137,96;300
1;01/01/2011 0:00;240;4;1449;10;0;0;2160;1433;8;232;1103,68;137,96;300
1;01/01/2011 0:00;46,2;3;1450;2;0;0;2725,8;1434;9;43;1274,76;141,64;308
1;01/01/2011 0:00;15,4;1;1450;2;0;0;2756,6;1435;9;194;1274,76;141,64;308
1;01/01/2011 0:00;246,4;4;1450;10;0;0;2217,6;1436;8;212;1133,12;141,64;308
1;01/01/2011 0:00;58,6;4;1452;2;0;0;2578,4;1437;9;117;1212,66;134,74;293
1;01/01/2011 0:00;43,95;3;1452;2;293;1;2593,05;1438;9;195;1077,92;134,74;293
1;01/01/2011 0:00;29,85;3;1454;2;0;0;766,15;1439;4;83;366,04;91,51;199
1;01/01/2011 0:00;37,8;4;1457;2;189;1;718,2;1440;4;47;347,64;86,91;189
1;01/01/2011 0:00;18,9;2;1457;2;189;1;737,1;1441;4;196;347,64;86,91;189
1;01/01/2011 0:00;0;0;1457;10;0;0;756;1442;4;303;347,64;86,91;189
1;01/01/2011 0:00;0;0;1458;2;0;0;800;1443;4;54;367,88;91,97;200
1;01/01/2011 0:00;20;2;1458;2;0;0;780;1444;4;115;367,88;91,97;200
1;01/01/2011 0:00;10;1;1458;2;0;0;790;1445;4;121;367,88;91,97;200
1;01/01/2011 0:00;20;2;1458;2;0;0;780;1446;4;184;367,88;91,97;200
1;01/01/2011 0:00;45;3;1460;2;0;0;2655;1447;9;123;1241,64;137,96;300
1;01/01/2011 0:00;45;1;1460;5;0;0;3855;1448;13;265;1793,48;137,96;300
1;01/01/2011 0:00;15,4;1;1461;2;308;1;2756,6;1449;9;41;1133,12;141,64;308
1;01/01/2011 0:00;61,6;4;1461;2;0;0;2710,4;1450;9;92;1274,76;141,64;308
1;01/01/2011 0:00;30,8;2;1461;2;0;0;2741,2;1451;9;185;1274,76;141,64;308
1;01/01/2011 0:00;61,6;4;1461;2;0;0;2710,4;1452;9;194;1274,76;141,64;308
1;01/01/2011 0:00;61,6;1;1461;10;0;0;2402,4;1453;8;201;1133,12;141,64;308
1;01/01/2011 0:00;123,2;2;1461;10;0;0;2340,8;1454;8;232;1133,12;141,64;308
1;01/01/2011 0:00;184,8;3;1461;10;0;0;2279,2;1455;8;233;1133,12;141,64;308
1;01/01/2011 0:00;14,65;1;1463;2;0;0;2622,35;1456;9;103;1212,66;134,74;293
1;01/01/2011 0:00;14,65;1;1463;2;0;0;2622,35;1457;9;186;1212,66;134,74;293
1;01/01/2011 0:00;58,6;1;1463;10;0;0;2285,4;1458;8;226;1077,92;134,74;293
1;01/01/2011 0:00;39,8;4;1465;2;0;0;756,2;1459;4;120;366,04;91,51;199
1;01/01/2011 0:00;29,85;3;1465;2;0;0;766,15;1460;4;290;366,04;91,51;199
1;01/01/2011 0:00;159,2;4;1465;10;0;0;636,8;1461;4;237;366,04;91,51;199
1;01/01/2011 0:00;232;4;1466;10;0;0;2088;1462;8;208;1066,88;133,36;290
1;01/01/2011 0:00;58;1;1466;10;0;0;2262;1463;8;231;1066,88;133,36;290
1;01/01/2011 0:00;45,15;3;1467;2;0;0;2663,85;1464;9;51;1245,78;138,42;301
1;01/01/2011 0:00;0;0;1467;2;0;0;2709;1465;9;192;1245,78;138,42;301
1;01/01/2011 0:00;0;0;1467;10;301;1;2408;1466;8;210;968,94;138,42;301
1;01/01/2011 0:00;240,8;4;1467;10;0;0;2167,2;1467;8;219;1107,36;138,42;301
1;01/01/2011 0:00;0;0;1468;2;0;0;756;1468;4;186;347,64;86,91;189
1;01/01/2011 0:00;0;0;1468;5;189;1;1134;1469;6;251;521,46;86,91;189
1;01/01/2011 0:00;0;0;1468;10;0;0;756;1470;4;202;347,64;86,91;189
1;01/01/2011 0:00;0;0;1470;2;0;0;516;1471;4;102;263,08;65,77;129
1;01/01/2011 0:00;19,35;3;1470;2;0;0;496,65;1472;4;178;263,08;65,77;129
1;01/01/2011 0:00;103,2;4;1470;10;0;0;412,8;1473;4;247;263,08;65,77;129
1;01/01/2011 0:00;31,2;3;1474;2;0;0;1840,8;1474;9;39;860,85;95,65;208
1;01/01/2011 0:00;34,5;3;1475;2;230;1;2035,5;1475;9;196;846,16;105,77;230
1;01/01/2011 0:00;46;1;1475;10;0;0;1794;1476;8;248;846,16;105,77;230
1;01/01/2011 0:00;30;2;1478;2;0;0;2670;1477;9;55;1241,64;137,96;300
1;01/01/2011 0:00;120;2;1478;10;0;0;2280;1478;8;239;1103,68;137,96;300
1;01/01/2011 0:00;46,5;3;1479;2;0;0;2743,5;1479;9;161;1283,04;142,56;310
1;01/01/2011 0:00;31;2;1479;2;0;0;2759;1480;9;170;1283,04;142,56;310
1;01/01/2011 0:00;25,8;4;1480;2;0;0;490,2;1481;4;124;263,08;65,77;129
1;01/01/2011 0:00;25,8;4;1480;2;0;0;490,2;1482;4;178;263,08;65,77;129
1;01/01/2011 0:00;77,4;4;1480;5;0;0;696,6;1483;6;259;394,62;65,77;129
1;01/01/2011 0:00;19,35;1;1480;5;0;0;754,65;1484;6;296;394,62;65,77;129
1;01/01/2011 0:00;31,2;3;1484;2;0;0;1840,8;1485;9;9;860,85;95,65;208
1;01/01/2011 0:00;0;0;1485;2;0;0;2070;1486;9;129;951,93;105,77;230
1;01/01/2011 0:00;240;4;1488;10;300;1;2160;1487;8;246;965,72;137,96;300
1;01/01/2011 0:00;62;4;1489;2;0;0;2728;1488;9;58;1283,04;142,56;310
1;01/01/2011 0:00;19,35;3;1490;2;0;0;496,65;1489;4;51;263,08;65,77;129
1;01/01/2011 0:00;0;0;1490;2;0;0;516;1490;4;115;263,08;65,77;129
1;01/01/2011 0:00;25,8;4;1490;2;0;0;1006,2;1491;8;141;526,16;65,77;129
1;01/01/2011 0:00;25,8;4;1490;2;0;0;490,2;1492;4;162;263,08;65,77;129
1;01/01/2011 0:00;12,9;2;1490;2;0;0;503,1;1493;4;167;263,08;65,77;129
1;01/01/2011 0:00;20,8;2;1494;2;0;0;1851,2;1494;9;118;860,85;95,65;208
1;01/01/2011 0:00;45;3;1498;2;300;1;2655;1495;9;10;1103,68;137,96;300
1;01/01/2011 0:00;180;3;1498;10;0;0;2220;1496;8;235;1103,68;137,96;300
1;01/01/2011 0:00;0;0;1500;10;0;0;516;1497;4;207;263,08;65,77;129
1;01/01/2011 0:00;25,8;1;1500;10;0;0;490,2;1498;4;208;263,08;65,77;129
1;01/01/2011 0:00;41,6;4;1504;2;0;0;1830,4;1499;9;174;860,85;95,65;208
1;01/01/2011 0:00;0;0;1504;2;0;0;1872;1500;9;291;860,85;95,65;208
1;01/01/2011 0:00;23;2;1505;2;0;0;2047;1501;9;291;951,93;105,77;230
1;01/01/2011 0:00;34,5;1;1505;5;0;0;2955,5;1502;13;302;1375,01;105,77;230
1;01/01/2011 0:00;92;2;1505;10;0;0;1748;1503;8;231;846,16;105,77;230
1;01/01/2011 0:00;46;1;1505;10;0;0;1794;1504;8;245;846,16;105,77;230
1;01/01/2011 0:00;62;4;1509;2;0;0;2728;1505;9;112;1283,04;142,56;310
1;01/01/2011 0:00;248;4;1509;10;310;1;2232;1506;8;213;997,92;142,56;310
1;01/01/2011 0:00;248;4;1509;10;0;0;2232;1507;8;237;1140,48;142,56;310
1;01/01/2011 0:00;25,8;4;1510;2;0;0;490,2;1508;4;49;263,08;65,77;129
